ORF	Start BP	End BP	Length
YDR326C	1124918	1120602	4316
YDR327W	1125295	1125621	326
YDR328C	1126011	1125427	584
YDR329C	1127588	1126263	1325
YDR330W	1127865	1129367	1502
YDR331W	1129581	1130816	1235
YDR332W	1130994	1133063	2069
YDR333C	1135424	1133253	2171
YDR334W	1135925	1140469	4544
YDR335W	1141160	1144834	3674
YDR336W	1145084	1146028	944
YDR337W	1146311	1147171	860
YDR338C	1149458	1147371	2087
YDR339C	1150512	1149943	569
YDR340W	1150873	1151175	302
YDR341C	1153618	1151795	1823
YDR342C	1155920	1154208	1712
YDR343C	1161312	1159600	1712
YDR344C	1162441	1161998	443
YDR345C	1164652	1162949	1703
YDR346C	1168651	1167206	1445
YDR347W	1169170	1170135	965
YDR348C	1171817	1170318	1499
YDR349C	1174168	1172378	1790
YDR350C	1178165	1176330	1835
YDR351W	1178657	1181251	2594
YDR352W	1181792	1182745	953
YDR353W	1183290	1184249	959
YDR354W	1184738	1185880	1142
YDR354C-A	1185273	1185130	143
YDR356W	1186098	1188932	2834
YDR355C	1186360	1186058	302
YDR357C	1189558	1189190	368
YDR358W	1190050	1191723	1673
YDR360W	1194589	1194975	386
YDR359C	1194875	1191927	2948
YDR361C	1196253	1195402	851
YDR362C	1198687	1196669	2018
YDR363W	1199173	1200543	1370
YDR363W-A	1202118	1202387	269
YDR364C	1204200	1202833	1367
YDR365C	1206373	1204487	1886
YDR366C	1212826	1212428	398
YDR367W	1212838	1213604	766
YDR368W	1213894	1214832	938
YDR369C	1217570	1215006	2564
YDR370C	1219100	1217772	1328
YDR371W	1219403	1220938	1535
YDR371C-A	1219603	1219499	104
YDR372C	1222139	1221102	1037
YDR373W	1222749	1223321	572
YDR374C	1224384	1223464	920
YDR375C	1226526	1225156	1370
YDR376W	1226812	1228293	1481
YDR377W	1228601	1228906	305
YDR378C	1229710	1229339	371
YDR379W	1230157	1233186	3029
YDR379C-A	1233507	1233268	239
YDR380W	1234208	1236115	1907
YDR381W	1236548	1237994	1446
YDR381C-A	1238840	1238302	538
YDR382W	1239482	1239814	332
YDR383C	1240666	1239950	716
YDR384C	1242021	1241194	827
YDR385W	1243220	1245748	2528
YDR386W	1246074	1247972	1898
YDR387C	1249811	1248144	1667
YDR388W	1250176	1251624	1448
YDR389W	1252527	1254491	1964
YDR390C	1256837	1254927	1910
YDR391C	1258046	1257348	698
YDR392W	1258686	1259699	1013
YDR393W	1259891	1261261	1370
YDR394W	1261671	1262957	1286
YDR395W	1263314	1266148	2834
YDR396W	1266285	1266785	500
YDR397C	1266888	1266356	532
YDR398W	1267461	1269392	1931
YDR399W	1270058	1270723	665
YDR400W	1271053	1272075	1022
YDR401W	1272213	1272776	563
YDR402C	1273693	1272224	1469
YDR403W	1274592	1276202	1610
YDR404C	1277159	1276644	515
YDR405W	1277636	1278427	791
YDR406W	1279200	1283789	4589
YDR406W-A	1283789	1284034	245
YDR407C	1287928	1284059	3869
YDR408C	1288849	1288205	644
YDR409W	1289396	1292110	2714
YDR410C	1293081	1292362	719
YDR411C	1294384	1293359	1025
YDR412W	1294683	1295390	707
YDR413C	1295401	1294826	575
YDR414C	1296676	1295588	1088
YDR415C	1298151	1297027	1124
YDR416W	1298422	1301001	2579
YDR418W	1301606	1302103	497
YDR417C	1301916	1301545	371
YDR419W	1303164	1305062	1898
YDR420W	1306257	1311665	5408
YDR421W	1312030	1314882	2852
YDR422C	1317907	1315316	2591
YDR423C	1319265	1318036	1229
YDR424C	1319831	1319377	454
YDR425W	1320054	1321931	1877
YDR426C	1321996	1321619	377
YDR427W	1322195	1323376	1181
YDR428C	1324229	1323444	785
YDR429C	1325291	1324467	824
YDR431W	1328380	1328691	311
YDR430C	1328460	1325491	2969
YDR432W	1328773	1330017	1244
YDR433W	1329590	1330030	440
YDR434W	1331227	1332831	1604
YDR435C	1333959	1332973	986
YDR436W	1334811	1336943	2132
YDR437W	1337342	1337764	422
YDR438W	1338264	1339376	1112
YDR439W	1339666	1340709	1043
YDR440W	1342483	1344231	1748
YDR441C	1345052	1344507	545
YDR442W	1345637	1346029	392
YDR443C	1349928	1345666	4262
YDR444W	1350280	1352343	2063
YDR445C	1352579	1352172	407
YDR446W	1353715	1354623	908
YDR447C	1355543	1354819	724
YDR448W	1356055	1357359	1304
YDR449C	1358892	1357570	1322
YDR450W	1359913	1360788	875
YDR451C	1362171	1361110	1061
YDR452W	1362868	1364892	2024
YDR453C	1365652	1365062	590
YDR454C	1366817	1366254	563
YDR456W	1367475	1369376	1901
YDR455C	1367671	1367363	308
YDR457W	1369780	1379586	9806
YDR458C	1382036	1380045	1991
YDR459C	1383433	1382309	1124
YDR460W	1383801	1384766	965
YDR461W	1385166	1385276	110
YDR462W	1386063	1386506	443
YDR463W	1386806	1388365	1559
YDR464W	1388862	1393169	4307
YDR464C-A	1392670	1392482	188
YDR465C	1394564	1393326	1238
YDR466W	1395111	1397807	2696
YDR467C	1397899	1397573	326
YDR468C	1398690	1398016	674
YDR469W	1399005	1399532	527
YDR470C	1401204	1399696	1508
YDR471W	1401760	1402554	794
YDR472W	1403312	1404163	851
YDR473C	1405844	1404435	1409
YDR475C	1410084	1407454	2630
YDR476C	1411117	1410443	674
YDR477W	1412363	1414264	1901
YDR478W	1414565	1415161	596
YDR479C	1416864	1415200	1664
YDR480W	1417389	1418360	971
YDR481C	1420240	1418540	1700
YDR482C	1420828	1420421	407
YDR483W	1421147	1422475	1328
YDR484W	1422753	1424678	1925
YDR485C	1427197	1424810	2387
YDR486C	1428110	1427421	689
YDR487C	1428970	1428344	626
YDR488C	1430779	1429178	1601
YDR489W	1431002	1431886	884
YDR490C	1434258	1431958	2300
YDR492W	1434914	1435864	950
YDR491C	1434981	1434490	491
YDR493W	1436207	1436578	371
YDR494W	1436920	1438005	1085
YDR495C	1441140	1438105	3035
YDR496C	1443393	1441423	1970
YDR497C	1445457	1443703	1754
YDR498C	1446984	1445833	1151
YDR499W	1447820	1450063	2243
YDR500C	1450843	1450188	655
YDR501W	1451343	1452908	1565
YDR502C	1454454	1453300	1154
YDR503C	1455856	1455032	824
YDR504C	1456684	1456301	383
YDR505C	1459210	1456685	2525
YDR506C	1461544	1459718	1826
YDR507C	1465776	1462348	3428
YDR509W	1468216	1468563	347
YDR508C	1468434	1466443	1991
YDR510W	1469390	1469695	305
YDR510C-A	1469801	1469685	116
YDR511W	1470007	1470408	401
YDR513W	1471007	1471438	431
YDR512C	1471053	1470490	563
YDR514C	1472989	1471538	1451
YDR515W	1473419	1474762	1343
YDR516C	1476466	1474964	1502
YDR517W	1477229	1478347	1118
YDR518W	1478598	1480151	1553
YDR519W	1480415	1480822	407
YDR521W	1483131	1483466	335
YDR520C	1483393	1481075	2318
YDR522C	1485293	1483785	1508
YDR523C	1487028	1485556	1472
YDR524C	1488980	1487532	1448
YDR524W-A	1489393	1489482	89
YDR524C-B	1489788	1489588	200
YDR525W	1489895	1490224	329
YDR524C-A	1489980	1489861	119
YDR525W-A	1490586	1490825	239
YDR527W	1491084	1492403	1319
YDR526C	1491535	1491065	470
YDR528W	1494576	1495847	1271
YDR529C	1496538	1496155	383
YDR530C	1497758	1496781	977
YDR531W	1498222	1499325	1103
YDR532C	1500543	1499386	1157
YDR533C	1502150	1501437	713
YDR534C	1504889	1503303	1586
YDR535C	1507351	1506595	756
YDR536W	1507994	1509703	1709
YDR538W	1510890	1511618	728
YDR537C	1511449	1510844	605
YDR539W	1512082	1513593	1511
YDR540C	1517657	1517118	539
YDR541C	1520680	1519646	1034
YDR542W	1523232	1523594	362
YDR543C	1524916	1524617	299
YDR544C	1525506	1525078	428
YDR545W	1526304	1531694	5390
YDR545C-A	1531325	1530846	479
YEL077W-A	630	1112	482
YEL077C	4097	264	3833
YEL075W-A	4870	5481	611
YEL076C	5114	4464	650
YEL076C-A	5114	4185	929
YEL075C	5713	5345	368
YEL074W	6126	6464	338
YEL073C	7553	7230	323
YEL072W	13720	14415	695
YEL071W	16355	17845	1490
YEL070W	19589	21097	1508
YEL069C	23231	21537	1694
YEL068C	25978	25646	332
YEL066W	26667	27206	539
YEL067C	26776	26189	587
YEL065W	27657	29543	1886
YEL064C	31239	29797	1442
YEL063C	33466	31694	1772
YEL062W	34407	36254	1847
YEL061C	39537	36535	3002
YEL060C	41953	40046	1907
YEL059C-A	42624	42400	224
YEL059W	42652	42960	308
YEL058W	43252	44925	1673
YEL057C	45721	45020	701
YEL056W	47168	48373	1205
YEL055C	51539	48471	3068
YEL053W-A	52908	53255	347
YEL054C	53218	52721	497
YEL053C	56102	53901	2201
YEL052W	56571	58100	1529
YEL051W	58378	59148	770
YEL050W-A	59549	59740	191
YEL050C	60851	59670	1181
YEL049W	63728	64090	362
YEL048C	65167	64709	458
YEL047C	66797	65385	1412
YEL046C	68792	67629	1163
YEL045C	69265	68840	425
YEL044W	69757	70257	500
YEL043W	70478	73348	2870
YEL042W	73771	75327	1556
YEL041W	75944	77431	1487
YEL040W	78053	79456	1403
YEL039C	79977	79636	341
YEL038W	80420	81145	725
YEL037C	82603	81407	1196
YEL036C	84552	83050	1502
YEL035C	85545	85045	500
YEL034W	85676	86149	473
YEL033W	86179	86598	419
YEL034C-A	86215	85613	602
YEL032W	86937	89852	2915
YEL032C-A	87201	87040	161
YEL031W	90258	93905	3647
YEL030W	94644	96578	1934
YEL030C-A	94897	94583	314
YEL029C	97796	96858	938
YEL028W	98668	99129	461
YEL027W	100769	101251	482
YEL026W	101943	102323	380
YEL025C	106147	102581	3566
YEL024W	107260	107907	647
YEL023C	110552	108504	2048
YEL022W	111421	115800	4379
YEL021W	116167	116970	803
YEL020W-A	117211	117474	263
YEL020C-B	117380	117183	197
YEL020C	120299	118617	1682
YEL019C	121301	120498	803
YEL018W	121471	122310	839
YEL018C-A	121988	121455	533
YEL017C-A	122929	122798	131
YEL017W	123657	124670	1013
YEL016C	126218	124737	1481
YEL015W	126629	128284	1655
YEL014C	128608	128303	305
YEL013W	128825	130561	1736
YEL012W	131772	132551	779
YEL011W	133120	135234	2114
YEL010W	136279	136629	350
YEL009C-A	136778	136371	407
YEL009C	139763	138918	845
YEL008W	140512	140892	380
YEL008C-A	140818	140726	92
YEL007W	141891	143891	2000
YEL006W	144326	145333	1007
YEL005C	146754	145906	848
YEL004W	146950	147978	1028
YEL003W	148227	148598	371
YEL002C	150013	148721	1292
YEL001C	150977	150300	677
YER001W	153519	155807	2288
YER002W	156802	157497	695
YER003C	159117	157735	1382
YER004W	159579	160274	695
YER005W	160549	162441	1892
YER006W	162722	164284	1562
YER007W	164526	166082	1556
YER006C-A	164660	164343	317
YER007C-A	166884	166236	648
YER008C	171817	167807	4010
YER009W	172114	172491	377
YER010C	173337	172633	704
YER011W	175247	176011	764
YER012W	177834	178430	596
YER013W	178840	182277	3437
YER014W	182599	184218	1619
YER015W	184540	186774	2234
YER014C-A	184699	183730	969
YER016W	188276	189310	1034
YER017C	191787	189502	2285
YER018C	192623	191958	665
YER019W	192796	194229	1433
YER019C-A	194538	194272	266
YER020W	195167	196516	1349
YER021W	196947	198518	1571
YER022W	198811	200874	2063
YER023W	201075	201935	860
YER023C-A	201733	201521	212
YER024W	202191	204962	2771
YER025W	205250	206833	1583
YER026C	208473	207643	830
YER027C	210231	208978	1253
YER028C	211875	210691	1184
YER029C	213176	212586	590
YER030W	213415	213897	482
YER031C	214746	214075	671
YER032W	215062	217692	2630
YER033C	221286	218056	3230
YER034W	221845	222402	557
YER035W	222638	223075	437
YER036C	225198	223366	1832
YER037W	225888	226853	965
YER038C	228251	226857	1394
YER038W-A	228450	228830	380
YER039C	229204	228455	749
YER039C-A	229480	229262	218
YER040W	229794	231986	2192
YER041W	232460	234739	2279
YER042W	234936	235490	554
YER043C	237118	235769	1349
YER044C	238015	237569	446
YER044C-A	239773	238459	1314
YER045C	241500	240031	1469
YER046W	243179	243610	431
YER046W-A	243699	244028	329
YER047C	246502	243809	2693
YER048C	248156	246981	1175
YER048W-A	250717	251001	284
YER049W	251727	253661	1934
YER050C	254578	253970	608
YER051W	254655	256133	1478
YER052C	257957	256374	1583
YER053C	259638	258736	902
YER053C-A	261045	260932	113
YER054C	263697	262051	1646
YER055C	265784	264891	893
YER056C	268112	266511	1601
YER056C-A	270183	269421	762
YER057C	271124	270735	389
YER058W	271766	272089	323
YER059W	272622	273884	1262
YER060W	274565	276151	1586
YER060W-A	276570	278162	1592
YER061C	279624	278296	1328
YER062C	280680	279928	752
YER063W	281708	282364	656
YER064C	284220	282703	1517
YER065C	286912	285239	1673
YER066W	290240	290797	557
YER067W	292064	292549	485
YER066C-A	292201	291701	500
YER067C-A	292561	292238	323
YER068W	293048	294811	1763
YER069W	295408	297999	2591
YER068C-A	295730	295299	431
YER070W	298948	301614	2666
YER071C	302325	301945	380
YER072W	302804	303193	389
YER073W	304027	305589	1562
YER074W	306319	307192	873
YER074W-A	307649	308119	470
YER075C	311195	308409	2786
YER076W-A	313386	313733	347
YER076C	313494	312586	908
YER077C	316596	314530	2066
YER078C	318338	316803	1535
YER078W-A	318642	318806	164
YER079W	318916	319548	632
YER080W	319959	321842	1883
YER079C-A	320236	319898	338
YER081W	322682	324091	1409
YER082C	325932	324268	1664
YER083C	327027	326170	857
YER084W	327061	327447	386
YER084W-A	327594	328106	512
YER085C	328136	327615	521
YER086W	328473	330203	1730
YER087W	330572	332302	1730
YER087C-A	332364	331813	551
YER087C-B	332826	332578	248
YER088C	335184	333172	2012
YER088W-B	335923	336069	146
YER088C-A	336015	335692	323
YER089C	337336	335942	1394
YER090W	337945	339468	1523
YER090C-A	338407	338318	89
YER091C	342163	339860	2303
YER091C-A	342607	342386	221
YER092W	342851	343228	377
YER093C	347608	343316	4292
YER093C-A	348396	347908	488
YER094C	349342	348725	617
YER095W	349976	351178	1202
YER096W	351694	353232	1538
YER097W	355136	355465	329
YER098W	355462	357726	2264
YER099C	359057	358101	956
YER100W	359558	360310	752
YER101C	361790	360498	1292
YER102W	363096	363698	602
YER103W	364585	366513	1928
YER104W	366798	367424	626
YER105C	372009	367834	4175
YER106W	372322	373230	908
YER107W-A	374390	374710	320
YER107C	374541	373444	1097
YER109C	377610	375211	2399
YER110C	382099	378758	3341
YER111C	385872	382591	3281
YER112W	387228	387791	563
YER113C	390048	387928	2120
YER114C	393708	390586	3122
YER115C	394863	394288	575
YER116C	396168	395344	824
YER117W	396765	397649	884
YER118C	399051	397948	1103
YER119C	400838	399492	1346
YER120W	401131	401865	734
YER119C-A	401234	400863	371
YER121W	402371	402715	344
YER122C	404348	402867	1481
YER123W	404809	406383	1574
YER124C	409059	407338	1721
YER125W	410185	412614	2429
YER126C	414175	413390	785
YER127W	414477	415550	1073
YER128W	415855	416466	611
YER129W	417277	420705	3428
YER130C	422442	421111	1331
YER131W	423948	424307	359
YER132C	430445	425184	5261
YER133W	432491	433954	1463
YER133W-A	437187	437528	341
YER134C	437799	437263	536
YER135C	438340	437948	392
YER136W	439612	440967	1355
YER137W-A	441571	441876	305
YER137C	441815	441369	446
YER138W-A	449470	449574	104
YER139C	451238	450558	680
YER140W	451560	453230	1670
YER141W	453454	454914	1460
YER142C	456031	455141	890
YER143W	456314	457600	1286
YER144C	460218	457801	2417
YER145C	461735	460521	1214
YER146W	462580	462861	281
YER145C-A	462818	462381	437
YER147C	464837	462963	1874
YER148W	465298	466020	722
YER147C-A	465608	465198	410
YER148W-A	466180	466758	578
YER149C	467465	466203	1262
YER150W	468365	468811	446
YER151C	472419	469681	2738
YER152W-A	473480	474046	566
YER152C	473983	472652	1331
YER153C	474800	474036	764
YER154W	475015	476223	1208
YER155C	482843	476340	6503
YER156C	484336	483320	1016
YER157W	484783	487188	2405
YER158C	490573	488852	1721
YER158W-A	491482	491697	215
YER159C	491953	491525	428
YER161C	500343	499342	1001
YER162C	502889	500625	2264
YER163C	503777	503079	698
YER164W	505387	509793	4406
YER165W	510368	512101	1733
YER166W	512739	517454	4715
YER165C-A	512978	512622	356
YER167W	518211	520766	2555
YER168C	522664	521024	1640
YER169W	523364	525754	2390
YER170W	525969	526646	677
YER171W	527077	529413	2336
YER172C	536016	529525	6491
YER173W	536295	538274	1979
YER172C-A	536650	536270	380
YER174C	539163	538429	734
YER175C	540358	539459	899
YER175W-A	540645	540809	164
YER176W	541685	545050	3365
YER177W	545606	546409	803
YER178W	546812	548074	1262
YER179W	548416	549512	1096
YER180C	550522	549719	803
YER180C-A	551117	550860	257
YER181C	551791	551468	323
YER182W	552520	553254	734
YER183C	553964	553329	635
YER184C	558675	556291	2384
YER185W	559449	560360	911
YER186C	562620	561700	920
YER187W	566225	566650	425
YER188W	568035	568754	719
YER188C-A	569902	569603	299
YER189W	571150	571518	368
YER190W	571475	576520	5045
YER190C-A	575374	574799	575
YER190C-B	576157	575675	482
YFL068W	53	535	482
YFL067W	836	1363	527
YFL066C	2615	1437	1178
YFL065C	3338	3030	308
YFL064C	3846	3322	524
YFL063W	5066	5521	455
YFL062W	6426	7565	1139
YFL061W	9545	10222	677
YFL060C	10969	10301	668
YFL059W	11363	12259	896
YFL058W	12929	13951	1022
YFL057C	14763	14305	458
YFL056C	15431	14793	638
YFL055W	17004	18680	1676
YFL054C	22787	20847	1940
YFL053W	23423	25198	1775
YFL052W	28232	29629	1397
YFL051C	30540	30058	482
YFL050C	35848	33272	2576
YFL049W	36803	38674	1871
YFL048C	40180	38843	1337
YFL047W	40421	42565	2144
YFL046W	42815	43438	623
YFL045C	44392	43628	764
YFL044C	45560	44655	905
YFL042C	47744	45720	2024
YFL041W-A	48734	48925	191
YFL041W	49139	51007	1868
YFL040W	51350	52972	1622
YFL039C	54695	53260	1435
YFL038C	55985	55365	620
YFL037W	56335	57708	1373
YFL036W	58781	62836	4055
YFL034C-B	63992	63015	977
YFL034C-A	64931	64242	689
YFL034W	65475	68696	3221
YFL033C	74425	69113	5312
YFL032W	74870	75190	320
YFL031W	75177	76145	968
YFL031C-A	76113	76012	101
YFL030W	76829	77986	1157
YFL029C	79159	78053	1106
YFL028C	80211	79342	869
YFL027C	81910	80417	1493
YFL026W	82578	83873	1295
YFL025C	87232	84143	3089
YFL024C	90343	87845	2498
YFL023W	90984	93374	2390
YFL022C	95008	93497	1511
YFL021W	95964	97496	1532
YFL021C-A	96613	95759	854
YFL020C	99593	99225	368
YFL019C	100599	100246	353
YFL018C	103121	101622	1499
YFL017W-A	103693	103926	233
YFL017C	104456	103977	479
YFL016C	106230	104695	1535
YFL015W-A	106409	106726	317
YFL015C	106957	106463	494
YFL014W	107250	107579	329
YFL013W-A	107793	108596	803
YFL012W-A	109804	110178	374
YFL013C	109924	107846	2078
YFL012W	110641	111087	446
YFL011W	112339	113979	1640
YFL010W-A	114984	115268	284
YFL010C	115737	115102	635
YFL009W	116139	118478	2339
YFL008W	119424	123101	3677
YFL007W	123474	129905	6431
YFL005W	130329	130976	647
YFL004W	131805	134291	2486
YFL003C	137152	134516	2636
YFL002C	146929	145109	1820
YFL001W	147126	148454	1328
YFR001W	149105	149719	614
YFR002W	150011	152530	2519
YFR003C	153119	152652	467
YFR004W	153388	154308	920
YFR005C	155868	154522	1346
YFR006W	156139	157746	1607
YFR007W	159293	160354	1061
YFR008W	160529	161194	665
YFR009W	162482	164740	2258
YFR009W-A	163869	164126	257
YFR010W	165060	166559	1499
YFR010W-A	166721	166909	188
YFR011C	167251	166739	512
YFR012W	167881	168489	608
YFR012W-A	169216	169302	86
YFR013W	169914	172277	2363
YFR014C	173869	172529	1340
YFR015C	176383	174257	2126
YFR016C	180735	177034	3701
YFR017C	182849	182262	587
YFR018C	184210	183119	1091
YFR019W	184490	191326	6836
YFR020W	192726	193424	698
YFR021W	194800	196302	1502
YFR022W	196821	199022	2201
YFR023W	199862	201697	1835
YFR024C-A	203421	201948	1473
YFR025C	204738	203731	1007
YFR026C	206245	205736	509
YFR027W	207440	208285	845
YFR028C	210056	208401	1655
YFR029W	210925	212961	2036
YFR030W	213300	216407	3107
YFR031C	220094	216582	3512
YFR031C-A	221406	220495	911
YFR032C	222947	222078	869
YFR032C-A	223425	223246	179
YFR032C-B	223961	223698	263
YFR033C	224757	224314	443
YFR034C	225946	225008	938
YFR034W-A	226010	226297	287
YFR035C	226453	226109	344
YFR036W	226950	227324	374
YFR036W-A	227438	228088	650
YFR037C	229173	227500	1673
YFR038W	229367	231928	2561
YFR039C	233531	231999	1532
YFR040W	234229	237237	3008
YFR041C	238242	237355	887
YFR042W	238445	239047	602
YFR043C	239814	239101	713
YFR044C	241424	239979	1445
YFR045W	242129	242986	857
YFR046C	244146	243061	1085
YFR047C	245153	244266	887
YFR048W	246133	248121	1988
YFR049W	248510	248881	371
YFR050C	249853	249053	800
YFR051C	251790	250150	1640
YFR052W	252492	253316	824
YFR052C-A	253721	253416	305
YFR053C	255036	253579	1457
YFR054C	259420	258842	578
YFR055W	264191	265213	1022
YFR056C	264312	263944	368
YFR057W	269048	269503	455
YGL263W	2790	3932	1142
YGL262W	5312	5839	527
YGL261C	6652	6290	362
YGL260W	6860	7090	230
YGL259W	8470	8967	497
YGL258W-A	9162	9395	233
YGL258W	11110	11730	620
YGL257C	14157	12481	1676
YGL256W	14910	16307	1397
YGL255W	20978	22108	1130
YGL254W	22304	23203	899
YGL253W	23935	25395	1460
YGL252C	27484	25718	1766
YGL251C	31636	27921	3715
YGL250W	31910	32635	725
YGL249W	33098	35212	2114
YGL248W	35653	36762	1109
YGL247W	36933	37526	593
YGL246C	38780	37617	1163
YGL245W	39023	41149	2126
YGL244W	41498	43174	1676
YGL243W	43307	44509	1202
YGL242C	45197	44652	545
YGL241W	45445	48459	3014
YGL240W	48613	49365	752
YGL238W	49552	52434	2882
YGL239C	49745	49431	314
YGL237C	53528	52731	797
YGL235W	55279	55815	536
YGL236C	55796	53787	2009
YGL234W	56482	58890	2408
YGL233W	59122	61854	2732
YGL232W	62075	63002	927
YGL231C	63620	63048	572
YGL230C	64215	63772	443
YGL229C	66959	64503	2456
YGL228W	67598	69331	1733
YGL227W	69671	72547	2876
YGL226C-A	73157	72748	409
YGL226W	73339	73710	371
YGL225W	76893	77906	1013
YGL224C	78856	78014	842
YGL223C	80364	79111	1253
YGL222C	81185	80658	527
YGL221C	82291	81425	866
YGL220W	82373	82735	362
YGL218W	83649	84299	650
YGL219C	84256	82877	1379
YGL216W	84884	87301	2417
YGL217C	85179	84838	341
YGL215W	87980	89338	1358
YGL214W	90011	90499	488
YGL213C	91251	90058	1193
YGL212W	91436	92386	950
YGL211W	92516	93595	1079
YGL210W	93797	94465	668
YGL209W	95862	97010	1148
YGL208W	97342	98589	1247
YGL207W	98973	102080	3107
YGL206C	107508	102547	4961
YGL205W	108162	110408	2246
YGL204C	112009	111704	305
YGL203C	114668	112479	2189
YGL202W	116063	117565	1502
YGL201C	120911	117858	3053
YGL200C	123310	122699	611
YGL198W	123596	124303	707
YGL199C	124047	123577	470
YGL197W	124703	129166	4463
YGL196W	129888	131174	1286
YGL195W	131531	139549	8018
YGL194C	141732	140374	1358
YGL193C	142233	141922	311
YGL192W	142252	144054	1802
YGL191W	144814	145203	389
YGL190C	147395	145815	1580
YGL189C	148594	148235	359
YGL188C-A	148970	148830	140
YGL188C	149522	149349	173
YGL187C	150177	149710	467
YGL186C	152782	151043	1739
YGL185C	154312	153173	1139
YGL184C	156018	154621	1397
YGL183C	157291	156549	742
YGL182C	157602	157279	323
YGL181W	157912	159102	1190
YGL180W	160071	162764	2693
YGL179C	165097	163415	1682
YGL178W	167358	170577	3219
YGL177W	167565	167912	347
YGL176C	173085	171421	1664
YGL175C	174328	173291	1037
YGL174W	174551	175351	800
YGL173C	180119	175533	4586
YGL172W	180706	182124	1418
YGL171W	182396	184090	1694
YGL170C	185400	184159	1241
YGL169W	186065	187345	1280
YGL168W	187470	187802	332
YGL167C	190474	187622	2852
YGL166W	191135	191812	677
YGL165C	191982	191404	578
YGL164C	193306	191984	1322
YGL163C	196409	193713	2696
YGL162W	198144	199043	899
YGL161C	200148	199216	932
YGL160W	200567	202279	1712
YGL159W	202727	203839	1112
YGL158W	207038	208576	1538
YGL157W	209011	210054	1043
YGL156W	210421	213672	3251
YGL155W	214086	215216	1130
YGL154C	216101	215283	818
YGL153W	216278	217303	1025
YGL152C	217374	216697	677
YGL151W	217529	220927	3398
YGL149W	225577	225882	305
YGL150C	225578	221109	4469
YGL148W	226404	227534	1130
YGL147C	228334	227759	575
YGL146C	229691	228756	935
YGL145W	230248	232353	2105
YGL144C	234512	232455	2057
YGL143C	235963	234722	1241
YGL142C	238124	236274	1850
YGL141W	238358	241090	2732
YGL140C	245017	241358	3659
YGL139W	245721	248129	2408
YGL138C	249536	248499	1037
YGL137W	249874	252743	2869
YGL136C	253864	252902	962
YGL135W	254646	255299	653
YGL134W	255668	256969	1301
YGL133W	257712	261506	3794
YGL132W	261585	261920	335
YGL131C	265864	261653	4211
YGL130W	266150	267529	1379
YGL129C	269194	267728	1466
YGL128C	270150	269299	851
YGL127C	270781	270398	383
YGL126W	271003	272145	1142
YGL125W	272526	274328	1802
YGL124C	276720	274786	1934
YGL123W	277623	278387	764
YGL123C-A	277870	277640	230
YGL122C	280529	278952	1577
YGL121C	281163	280783	380
YGL120C	283943	281640	2303
YGL119W	284448	285953	1505
YGL118C	288457	288020	437
YGL117W	288518	289315	797
YGL116W	289812	291644	1832
YGL115W	292036	293004	968
YGL114W	293463	295640	2177
YGL113W	295935	297941	2006
YGL112C	299731	298181	1550
YGL111W	299981	301372	1391
YGL110C	303414	301540	1874
YGL109W	303516	303839	323
YGL108C	304074	303652	422
YGL107C	306276	304336	1940
YGL106W	306563	307012	449
YGL105W	307440	308570	1130
YGL104C	310176	308716	1460
YGL103W	310970	311930	960
YGL102C	311936	311508	428
YGL101W	312196	312843	647
YGL100W	313237	314286	1049
YGL099W	314634	316556	1922
YGL098W	317345	318082	737
YGL097W	321785	323233	1448
YGL096W	325334	326164	830
YGL095C	330610	328877	1733
YGL094C	334468	331121	3347
YGL093W	334889	337642	2753
YGL092W	337909	341862	3953
YGL091C	343045	342059	986
YGL090W	343322	344587	1265
YGL089C	345156	344794	362
YGL088W	345839	346204	365
YGL087C	346907	346409	498
YGL086W	347122	349371	2249
YGL085W	349619	350443	824
YGL084C	352301	350619	1682
YGL083W	353061	355475	2414
YGL082W	355830	356975	1145
YGL081W	357380	358342	962
YGL080W	358639	359031	392
YGL079W	359447	360103	656
YGL078C	361862	360291	1571
YGL077C	363919	362228	1691
YGL076C	365999	364338	1661
YGL075C	368091	366928	1163
YGL073W	368756	371257	2501
YGL074C	368925	368599	326
YGL072C	371365	371006	359
YGL071W	372015	374087	2072
YGL070C	374830	374462	368
YGL068W	375090	375674	584
YGL069C	375517	375053	464
YGL067W	376104	377258	1154
YGL066W	377612	379585	1973
YGL065C	381274	379763	1511
YGL064C	383211	381526	1685
YGL063W	383657	384769	1112
YGL063C-A	384654	384505	149
YGL062W	385199	388735	3536
YGL061C	389714	388971	743
YGL060W	390070	391995	1925
YGL059W	392228	393703	1475
YGL058W	393992	394510	518
YGL057C	395835	394972	863
YGL056C	397624	396041	1583
YGL055W	398631	400163	1532
YGL054C	401290	400874	416
YGL053W	402592	403305	713
YGL052W	403440	403745	305
YGL051W	403690	404394	704
YGL050W	405779	406600	821
YGL049C	409607	406863	2744
YGL048C	411289	410072	1217
YGL047W	411555	412163	608
YGL045W	414106	415734	1628
YGL044C	417040	416150	890
YGL043W	417487	418416	929
YGL042C	418597	418292	305
YGL041C-B	418891	418709	182
YGL041W-A	419047	419295	248
YGL041C	419231	418917	314
YGL040C	420561	419533	1028
YGL039W	423967	425013	1046
YGL038C	426810	425368	1442
YGL037C	427953	427303	650
YGL036W	428606	431335	2729
YGL035C	433067	431553	1514
YGL034C	433584	433219	365
YGL033W	435630	436356	726
